,cluster,kingdom
5798,18741,Eukaryota
861,18744,Bacteria
2617,18775,Eukaryota
4890,18793,Eukaryota
4040,18805,Eukaryota
395,18809,Bacteria
5017,18820,Eukaryota
3978,18824,Bacteria
6492,18833,Eukaryota
1818,18844,Eukaryota
5799,18857,Eukaryota
6558,18873,Eukaryota
1174,18879,Eukaryota
2829,18882,Eukaryota
1864,18902,Eukaryota
4272,18915,Eukaryota
920,18936,Bacteria
1368,18942,Eukaryota
4873,18965,Eukaryota
3673,18980,Eukaryota
250,19001,Eukaryota
4899,19011,Eukaryota
1647,19021,Bacteria
1193,19027,Eukaryota
2149,19029,Eukaryota
6302,19033,Bacteria
4991,19041,Eukaryota
6560,19054,Eukaryota
4205,19102,Eukaryota
2133,19124,Bacteria
6030,19134,Eukaryota
5589,19153,Eukaryota
3522,19154,Eukaryota
6424,19161,Bacteria
2299,19162,Viruses
2344,19166,Bacteria
5418,19199,Eukaryota
3006,19202,Eukaryota
6851,19211,Eukaryota
1336,19218,Eukaryota
3328,19220,Eukaryota
561,19254,Bacteria
2782,19255,Eukaryota
1955,19265,Eukaryota
285,19273,Eukaryota
336,19288,Eukaryota
3539,19289,Eukaryota
6389,19301,Eukaryota
4668,19305,Eukaryota
3863,19313,Bacteria
4027,19331,
2148,19354,Eukaryota
4104,19362,Eukaryota
2982,19365,Eukaryota
6638,19379,Eukaryota
4024,19391,Bacteria
2920,19400,Eukaryota
5737,19410,Eukaryota
1909,19411,Bacteria
4565,19439,Bacteria
5246,19449,Eukaryota
2901,19453,Eukaryota
390,19454,Eukaryota
2144,19479,Eukaryota
1403,19491,Eukaryota
2596,19492,Viruses
4908,19509,Bacteria
61,19523,Bacteria
2217,19526,Eukaryota
4262,19531,Eukaryota
2491,19550,Viruses
2100,19553,Viruses
1965,19575,Bacteria
2107,19582,
5116,19590,Viruses
5221,19605,Eukaryota
3428,19610,
5364,19628,Eukaryota
493,19633,Eukaryota
5800,19637,Bacteria
807,19651,Bacteria
2595,19656,Eukaryota
1380,19669,Eukaryota
1006,19682,Bacteria
3996,19693,Eukaryota
3829,19694,Eukaryota
5577,19703,Eukaryota
1889,19721,
5472,19731,Viruses
1702,19739,Eukaryota
5133,19758,Eukaryota
2367,19782,Eukaryota
2823,19795,Eukaryota
3749,19799,Eukaryota
4491,19808,Eukaryota
5302,19814,Eukaryota
6498,19873,Eukaryota
5982,19874,Bacteria
6493,19884,Viruses
5234,19890,Viruses
5696,19895,
1288,19896,Eukaryota
3053,19897,Eukaryota
3274,19899,Bacteria
5520,19910,Bacteria
49,19916,
2740,19920,Eukaryota
4362,19928,Archaea
3014,19971,Eukaryota
4614,19983,Eukaryota
3459,19994,Bacteria
1115,19996,Eukaryota
6326,20006,Eukaryota
4522,20012,Eukaryota
896,20016,Eukaryota
5188,20032,Eukaryota
5329,20037,Eukaryota
2366,20048,Eukaryota
1753,20052,
6394,20057,Bacteria
944,20067,Eukaryota
5576,20069,Eukaryota
5975,20101,Bacteria
3322,20106,Eukaryota
1440,20117,
234,20122,Eukaryota
933,20125,Eukaryota
1102,20142,Eukaryota
1283,20146,Eukaryota
2025,20149,Bacteria
3430,20157,Bacteria
4929,20165,Eukaryota
5826,20168,Eukaryota
2337,20172,Eukaryota
3383,20179,Eukaryota
5381,20188,Bacteria
38,20196,Bacteria
5416,20207,Bacteria
1787,20216,Bacteria
6535,20224,Eukaryota
5097,20227,Eukaryota
640,20229,Eukaryota
4587,20248,Bacteria
5593,20249,Eukaryota
432,20262,Eukaryota
2579,20283,Eukaryota
363,20307,Eukaryota
3520,20325,Eukaryota
6006,20326,Eukaryota
5832,20329,Eukaryota
995,20363,Eukaryota
5323,20379,Bacteria
5488,20390,Eukaryota
2396,20427,Viruses
1888,20428,Eukaryota
5554,20432,Eukaryota
1202,20436,Bacteria
1821,20443,Bacteria
1369,20445,Eukaryota
4531,20448,
446,20459,Eukaryota
5356,20466,Bacteria
1463,20487,Eukaryota
5712,20499,Eukaryota
5597,20501,Bacteria
3401,20506,Eukaryota
4321,20522,Eukaryota
6746,20526,Eukaryota
3342,20534,Eukaryota
5529,20537,Eukaryota
2919,20575,Eukaryota
4328,20584,Bacteria
1971,20585,Eukaryota
6189,20600,Viruses
1552,20604,Eukaryota
76,20613,Bacteria
5678,20622,
819,20623,Eukaryota
6343,20630,Eukaryota
3731,20631,Eukaryota
1093,20640,Eukaryota
2197,20643,Bacteria
1386,20648,Eukaryota
4142,20653,Eukaryota
3046,20656,Bacteria
684,20657,Eukaryota
957,20662,Eukaryota
4829,20668,Bacteria
1153,20678,Viruses
5607,20686,Bacteria
6059,20690,Eukaryota
4981,20701,Bacteria
6335,20705,Bacteria
2220,20719,Eukaryota
1455,20723,Eukaryota
152,20724,Eukaryota
4752,20729,Bacteria
4851,20741,Eukaryota
5609,20751,Eukaryota
3160,20753,Eukaryota
6637,20758,Eukaryota
2990,20762,Eukaryota
754,20763,Eukaryota
3820,20769,Bacteria
2083,20770,Eukaryota
2208,20771,Eukaryota
1906,20773,
1498,20792,Eukaryota
6164,20798,Eukaryota
4864,20804,Eukaryota
4773,20811,Bacteria
2707,20820,
6732,20825,Bacteria
2296,20832,Eukaryota
5464,20855,Eukaryota
5217,20871,Eukaryota
1663,20926,Eukaryota
4256,20931,Bacteria
1948,20932,Eukaryota
3677,20940,Bacteria
3116,20950,Eukaryota
4251,20971,Eukaryota
17,20977,Eukaryota
3416,20991,Eukaryota
5761,20997,Eukaryota
4239,21020,Eukaryota
1521,21030,Bacteria
607,21050,Eukaryota
5878,21076,Eukaryota
3847,21081,Eukaryota
1674,21094,Eukaryota
609,21098,Eukaryota
5992,21099,Eukaryota
2947,21118,Eukaryota
5541,21152,Eukaryota
934,21156,Eukaryota
4154,21166,Viruses
5959,21175,Eukaryota
4950,21190,
2286,21195,Bacteria
859,21199,Eukaryota
3817,21201,Viruses
6255,21204,Eukaryota
3503,21208,Eukaryota
4147,21214,
4448,21215,Eukaryota
872,21221,Eukaryota
5486,21245,Eukaryota
4453,21247,Eukaryota
3582,21267,
5314,21280,Eukaryota
6813,21282,Eukaryota
2644,21289,Eukaryota
1070,21313,Bacteria
5565,21315,Eukaryota
6021,21326,Eukaryota
6648,21329,Eukaryota
4730,21372,Eukaryota
1892,21383,Bacteria
6775,21384,
5237,21408,Bacteria
990,21413,Eukaryota
1457,21415,Eukaryota
85,21421,Eukaryota
51,21428,Eukaryota
4210,21432,
3235,21443,
2757,21457,Eukaryota
5131,21478,
6750,21484,Eukaryota
560,21489,Eukaryota
746,21510,Bacteria
4178,21521,Eukaryota
5570,21545,Eukaryota
2493,21557,Eukaryota
563,21580,Eukaryota
1478,21582,Eukaryota
6557,21590,Eukaryota
2204,21598,Eukaryota
4143,21610,Eukaryota
4893,21611,
301,21621,Bacteria
2840,21650,Bacteria
4326,21653,Eukaryota
1083,21656,Eukaryota
5991,21659,Eukaryota
1268,21662,Eukaryota
4713,21669,Bacteria
5817,21695,Eukaryota
708,21698,Eukaryota
6771,21718,Eukaryota
3341,21719,Bacteria
6108,21736,
5395,21740,Bacteria
3493,21771,Eukaryota
6456,21776,Eukaryota
5121,21801,Eukaryota
2275,21805,Eukaryota
3802,21815,Eukaryota
539,21821,
1677,21825,Eukaryota
6142,21853,Eukaryota
6268,21871,Bacteria
1970,21874,
6489,21907,Eukaryota
4993,21944,Eukaryota
6532,21976,Bacteria
1315,21984,Eukaryota
5007,21985,Eukaryota
3735,22020,Eukaryota
5523,22021,Eukaryota
3938,22026,Eukaryota
4012,22027,Eukaryota
663,22032,
6703,22043,Bacteria
6658,22055,Eukaryota
854,22062,Eukaryota
310,22068,Archaea
3377,22071,Eukaryota
2812,22072,Bacteria
5220,22084,Eukaryota
5108,22101,Eukaryota
3171,22103,Eukaryota
6199,22111,Eukaryota
1856,22156,Eukaryota
3678,22167,
381,22171,Eukaryota
526,22174,Eukaryota
86,22176,Eukaryota
2405,22185,Eukaryota
6525,22204,Bacteria
6017,22225,Eukaryota
2815,22232,Eukaryota
594,22265,Eukaryota
6581,22270,Bacteria
1321,22328,Bacteria
3094,22335,Eukaryota
5575,22342,Eukaryota
5229,22343,Eukaryota
144,22345,Bacteria
4743,22347,Eukaryota
5003,22359,Eukaryota
6147,22372,Eukaryota
6192,22380,Eukaryota
6390,22381,Bacteria
1731,22384,Eukaryota
2593,22400,Eukaryota
5107,22417,Eukaryota
148,22419,Bacteria
4325,22430,Eukaryota
3523,22432,Eukaryota
1439,22439,Eukaryota
6391,22453,Eukaryota
3803,22454,Bacteria
1333,22466,Bacteria
6410,22473,
1766,22505,Bacteria
2727,22512,Eukaryota
5365,22527,Eukaryota
2519,22535,
5260,22539,Eukaryota
3603,22578,Eukaryota
1511,22582,
1657,22585,Bacteria
4498,22591,Eukaryota
6588,22632,Eukaryota
6620,22646,Bacteria
2440,22649,Eukaryota
306,22650,Eukaryota
393,22651,
5459,22654,Viruses
4144,22671,Eukaryota
2314,22677,Eukaryota
4485,22681,Eukaryota
435,22689,Eukaryota
1432,22698,
4297,22708,Viruses
867,22716,Viruses
6766,22720,Eukaryota
2498,22730,Eukaryota
4194,22759,Eukaryota
1113,22774,Bacteria
2779,22782,Eukaryota
6820,22793,Eukaryota
5713,22804,Eukaryota
5912,22809,Eukaryota
595,22828,Eukaryota
6378,22829,Eukaryota
3629,22848,Eukaryota
5293,22864,Eukaryota
6733,22872,Viruses
4870,22882,Eukaryota
2514,22886,Bacteria
2756,22888,Eukaryota
281,22900,Eukaryota
6177,22909,Eukaryota
1510,22915,
5362,22923,Eukaryota
6730,22928,Eukaryota
3795,22938,
687,22947,Eukaryota
5943,22949,Eukaryota
3804,22950,Eukaryota
589,22952,Eukaryota
1241,22968,Viruses
4410,22984,Bacteria
3935,22988,Bacteria
4831,22992,Eukaryota
4168,22997,Eukaryota
6612,23000,Eukaryota
2770,23005,Eukaryota
1184,23015,Eukaryota
1433,23024,Eukaryota
5106,23041,Eukaryota
2308,23043,Eukaryota
6786,23054,Bacteria
3216,23071,
427,23097,Eukaryota
5948,23101,Bacteria
3045,23108,Eukaryota
6762,23120,Eukaryota
1114,23124,Eukaryota
5587,23135,Eukaryota
5980,23149,Eukaryota
5378,23163,Eukaryota
5703,23165,
2975,23169,Eukaryota
789,23173,Eukaryota
5273,23185,Eukaryota
4267,23230,Eukaryota
6344,23231,Bacteria
512,23234,Eukaryota
1782,23236,Eukaryota
500,23237,Eukaryota
3315,23255,Eukaryota
6350,23261,Bacteria
5953,23262,Eukaryota
1249,23263,Viruses
1844,23270,Eukaryota
4567,23271,Bacteria
6546,23291,Eukaryota
2459,23326,Eukaryota
4341,23342,Eukaryota
5802,23350,Eukaryota
1040,23354,Bacteria
568,23357,Eukaryota
3448,23364,Eukaryota
3358,23371,Eukaryota
5325,23380,
3967,23395,Bacteria
4588,23396,Bacteria
1396,23398,Eukaryota
3821,23430,Eukaryota
5821,23455,Eukaryota
6002,23469,Bacteria
2056,23471,Viruses
1861,23488,Eukaryota
6308,23502,Eukaryota
6738,23515,Eukaryota
2888,23518,Eukaryota
3515,23523,Bacteria
27,23529,Eukaryota
6191,23536,
297,23548,Eukaryota
1538,23554,Bacteria
11,23594,Eukaryota
4015,23597,Eukaryota
6140,23601,Eukaryota
522,23611,Eukaryota
3258,23624,Eukaryota
3284,23630,Bacteria
5311,23639,Viruses
1914,23649,Bacteria
6208,23657,Bacteria
580,23658,Bacteria
248,23667,Eukaryota
2110,23672,Eukaryota
4920,23676,Viruses
1575,23707,Eukaryota
3917,23715,Eukaryota
3381,23725,Bacteria
5530,23729,Eukaryota
5921,23735,
970,23751,Eukaryota
3387,23770,Eukaryota
2696,23775,Eukaryota
3436,23785,Bacteria
322,23789,Eukaryota
1441,23792,Eukaryota
3514,23813,Eukaryota
6621,23824,Archaea
685,23826,Eukaryota
5801,23838,Eukaryota
4096,23840,Bacteria
4361,23865,Eukaryota
1886,23868,Eukaryota
4943,23898,Eukaryota
35,23905,Eukaryota
2460,23917,Bacteria
4081,23923,
1214,23954,Eukaryota
2306,24009,Eukaryota
3488,24013,Viruses
1549,24019,Eukaryota
3702,24021,Eukaryota
4837,24050,Bacteria
6769,24052,Eukaryota
5067,24056,Eukaryota
3755,24087,Eukaryota
3743,24099,Bacteria
142,24109,Eukaryota
2433,24112,Eukaryota
5210,24117,Bacteria
4222,24129,Eukaryota
3376,24132,Eukaryota
4687,24136,Eukaryota
5336,24138,Eukaryota
6364,24145,Bacteria
1827,24153,Eukaryota
3009,24160,Eukaryota
4523,24166,Eukaryota
4952,24188,Eukaryota
2017,24200,Eukaryota
2807,24243,Eukaryota
3807,24246,Eukaryota
4049,24248,Eukaryota
6036,24249,Eukaryota
3516,24259,Bacteria
5707,24264,Bacteria
118,24268,Eukaryota
2697,24304,Eukaryota
5876,24321,Eukaryota
5211,24325,Eukaryota
4810,24327,Eukaryota
4815,24337,Bacteria
6000,24338,Bacteria
186,24341,Eukaryota
6027,24346,Eukaryota
2066,24356,Eukaryota
5195,24381,Eukaryota
5808,24389,Eukaryota
5219,24397,Eukaryota
280,24400,Eukaryota
3290,24415,Eukaryota
5465,24446,Bacteria
6788,24450,Eukaryota
5163,24452,Bacteria
1048,24462,Eukaryota
3669,24463,Eukaryota
207,24467,Eukaryota
6447,24469,Bacteria
1692,24475,Eukaryota
1026,24483,Eukaryota
651,24488,Eukaryota
5286,24496,Eukaryota
2872,24498,Eukaryota
4980,24537,Eukaryota
269,24562,Bacteria
2073,24566,Eukaryota
6679,24568,Eukaryota
4734,24582,Eukaryota
2063,24594,Bacteria
6283,24613,Eukaryota
5155,24617,Bacteria
1678,24623,Eukaryota
6066,24628,Eukaryota
2178,24633,Eukaryota
5481,24635,Eukaryota
2247,24640,Bacteria
1375,24641,Eukaryota
2851,24642,Eukaryota
3131,24655,Eukaryota
6877,24666,Bacteria
4305,24712,Eukaryota
3219,24724,Eukaryota
5026,24728,Eukaryota
4488,24738,Eukaryota
3984,24743,Eukaryota
355,24754,Eukaryota
5322,24768,Eukaryota
1436,24783,
3292,24800,Eukaryota
691,24809,Eukaryota
2831,24815,Eukaryota
6550,24823,Bacteria
5187,24825,Eukaryota
719,24834,Bacteria
2862,24841,Eukaryota
6449,24848,Eukaryota
6070,24850,Eukaryota
956,24853,Eukaryota
5226,24861,Eukaryota
228,24871,Eukaryota
5986,24909,Eukaryota
6356,24925,Eukaryota
2068,24941,Eukaryota
1295,24953,Eukaryota
2777,24966,Eukaryota
1803,24981,Bacteria
3125,24995,Eukaryota
5825,25037,Eukaryota
6487,25044,Bacteria
421,25050,Bacteria
3088,25059,Bacteria
2899,25079,Eukaryota
3601,25093,Eukaryota
2930,25113,Eukaryota
3121,25124,Eukaryota
5558,25174,Eukaryota
3899,25187,Bacteria
2817,25198,
6745,25212,
2999,25216,Bacteria
5533,25218,
2288,25262,Bacteria
1879,25275,Eukaryota
1543,25278,Eukaryota
3557,25287,Eukaryota
4579,25291,Eukaryota
5889,25299,Viruses
4428,25311,Bacteria
3664,25320,Bacteria
5377,25358,Eukaryota
3166,25363,Eukaryota
2106,25375,Bacteria
6801,25376,Eukaryota
4927,25397,Bacteria
4942,25428,Eukaryota
3893,25435,
1233,25436,Eukaryota
6365,25438,Eukaryota
4704,25489,Eukaryota
134,25497,Bacteria
1412,25498,Bacteria
5521,25512,Eukaryota
5129,25523,Eukaryota
6776,25576,Eukaryota
4749,25590,Viruses
6890,25594,Eukaryota
5637,25600,Eukaryota
3907,25603,Eukaryota
6710,25623,Eukaryota
6201,25624,Eukaryota
5502,25629,Bacteria
3178,25639,Bacteria
3713,25640,Eukaryota
1675,25647,Eukaryota
1476,25661,Eukaryota
4792,25673,Eukaryota
5934,25678,Eukaryota
2588,25694,Eukaryota
3300,25720,Bacteria
3199,25738,Eukaryota
3207,25755,Viruses
1548,25761,Eukaryota
6806,25766,Eukaryota
3308,25779,Bacteria
1690,25781,Bacteria
3985,25787,Eukaryota
3067,25796,Eukaryota
1752,25798,Eukaryota
2114,25801,Viruses
6122,25803,Eukaryota
6156,25808,
6573,25831,Bacteria
5000,25837,Eukaryota
865,25842,Eukaryota
26,25844,Eukaryota
1668,25852,Eukaryota
2928,25868,Eukaryota
3815,25884,Eukaryota
4820,25916,Bacteria
382,25926,Bacteria
701,25937,Bacteria
3915,25938,
2064,25956,Eukaryota
2196,25960,Eukaryota
2084,25962,Eukaryota
3032,25964,Eukaryota
3222,25987,Eukaryota
6657,25999,Bacteria
2359,26012,Viruses
2672,26048,Eukaryota
5401,26068,Bacteria
4769,26073,Eukaryota
5162,26074,Eukaryota
6435,26102,Eukaryota
6388,26131,Eukaryota
4318,26160,Eukaryota
374,26161,Eukaryota
5659,26170,Eukaryota
3287,26179,Eukaryota
6409,26183,Bacteria
1129,26184,Bacteria
713,26186,Bacteria
2252,26189,Eukaryota
2423,26193,
3168,26201,Bacteria
6239,26241,
3483,26249,Bacteria
5820,26261,Viruses
254,26271,Eukaryota
3834,26292,Bacteria
4059,26293,Bacteria
5145,26308,Eukaryota
673,26322,Eukaryota
892,26386,Eukaryota
5513,26391,Eukaryota
2038,26404,Eukaryota
3173,26405,Eukaryota
1075,26436,Eukaryota
5334,26463,Eukaryota
2051,26470,Eukaryota
2376,26479,Eukaryota
3719,26480,Eukaryota
4904,26484,Viruses
231,26503,Eukaryota
2792,26507,Eukaryota
6888,26514,Eukaryota
3767,26520,Viruses
4662,26524,Eukaryota
5029,26557,Eukaryota
3015,26591,Eukaryota
4918,26628,Eukaryota
2255,26632,Eukaryota
1423,26643,Eukaryota
5874,26651,Eukaryota
6700,26661,Eukaryota
3439,26689,Eukaryota
1319,26698,Eukaryota
1246,26706,Eukaryota
3711,26707,Eukaryota
1163,26708,Eukaryota
2882,26730,Bacteria
3019,26740,Bacteria
6609,26784,Bacteria
6293,26788,Eukaryota
3073,26805,Eukaryota
1395,26831,Bacteria
3388,26834,Eukaryota
3782,26849,Eukaryota
6007,26864,Eukaryota
4299,26868,Bacteria
2760,26874,
1883,26889,Eukaryota
6310,26908,Eukaryota
1096,26919,Bacteria
5102,26930,Bacteria
1164,26999,Eukaryota
6348,27037,Eukaryota
1419,27043,
1165,27050,Eukaryota
3880,27064,Bacteria
283,27086,Eukaryota
1459,27097,Bacteria
3152,27105,Viruses
1066,27111,Eukaryota
2420,27122,Eukaryota
1872,27142,Archaea
4782,27157,Bacteria
3766,27171,Eukaryota
103,27172,Eukaryota
3177,27173,Eukaryota
1847,27191,Eukaryota
841,27194,Eukaryota
5705,27199,Bacteria
2974,27230,Eukaryota
4661,27242,Bacteria
2529,27271,Viruses
1750,27276,Eukaryota
6666,27278,Eukaryota
632,27286,Eukaryota
2281,27294,Eukaryota
2346,27295,Eukaryota
1308,27307,
6117,27326,Eukaryota
4821,27348,Eukaryota
6440,27363,Eukaryota
3085,27372,Eukaryota
3089,27389,Bacteria
2890,27405,Eukaryota
2572,27424,Eukaryota
4156,27434,Eukaryota
4249,27445,Eukaryota
1836,27452,Eukaryota
1684,27466,Eukaryota
2361,27468,Bacteria
5527,27482,Eukaryota
2766,27494,Eukaryota
5519,27505,Eukaryota
4288,27506,Eukaryota
6095,27524,
70,27534,Bacteria
6835,27536,Viruses
3672,27543,Eukaryota
4751,27554,Eukaryota
4106,27556,Eukaryota
672,27557,Bacteria
6169,27564,Eukaryota
3261,27573,Eukaryota
341,27595,
139,27606,Eukaryota
4198,27645,Eukaryota
1446,27647,Eukaryota
3764,27653,Eukaryota
5096,27659,Eukaryota
4449,27663,Eukaryota
3809,27666,Eukaryota
6032,27667,Eukaryota
5987,27687,
4440,27720,Eukaryota
5460,27729,Eukaryota
3991,27745,Eukaryota
961,27748,
5233,27760,Eukaryota
6589,27773,Eukaryota
5760,27778,Eukaryota
6701,27780,Bacteria
3223,27784,Eukaryota
4223,27786,Eukaryota
2643,27793,Eukaryota
304,27815,Eukaryota
3386,27839,Eukaryota
816,27860,Eukaryota
3742,27873,Bacteria
3616,27882,Bacteria
863,27900,Eukaryota
5043,27904,Eukaryota
1622,27907,Eukaryota
3174,27926,Eukaryota
509,27942,Eukaryota
2310,27954,Eukaryota
4949,27961,Eukaryota
5690,27978,Eukaryota
22,27996,Eukaryota
6695,27997,Bacteria
3318,28020,Eukaryota
1095,28028,Eukaryota
978,28067,Eukaryota
4547,28084,Eukaryota
2388,28115,Eukaryota
5040,28143,Eukaryota
6386,28144,
5550,28152,Eukaryota
3317,28179,Bacteria
6725,28186,Eukaryota
6277,28192,Bacteria
3703,28198,Eukaryota
4735,28203,Eukaryota
4819,28218,Eukaryota
1784,28244,
1297,28255,Eukaryota
319,28263,Viruses
262,28275,Eukaryota
1200,28281,Eukaryota
2398,28282,Eukaryota
6625,28297,Eukaryota
2615,28302,Eukaryota
4693,28308,Eukaryota
2896,28311,Eukaryota
69,28318,Eukaryota
3625,28363,Eukaryota
645,28366,Eukaryota
257,28367,Eukaryota
5056,28368,Eukaryota
986,28371,Bacteria
4608,28418,Eukaryota
2297,28424,Bacteria
3643,28426,Eukaryota
4160,28439,Eukaryota
1659,28451,Eukaryota
4090,28462,
6765,28496,Eukaryota
1634,28497,Bacteria
383,28498,Eukaryota
1292,28499,Bacteria
6755,28502,Eukaryota
1059,28516,Bacteria
6878,28518,Eukaryota
5084,28543,Eukaryota
4274,28584,Eukaryota
5338,28596,Eukaryota
419,28604,Eukaryota
5836,28618,Eukaryota
3375,28621,Eukaryota
2814,28676,Eukaryota
880,28693,Bacteria
28,28694,Eukaryota
3599,28699,Eukaryota
1016,28713,Eukaryota
6379,28715,Eukaryota
5854,28716,Eukaryota
4721,28717,Eukaryota
5605,28723,Viruses
5883,28727,
2342,28730,Eukaryota
1816,28731,Eukaryota
3373,28744,Bacteria
3060,28783,Eukaryota
6866,28790,Bacteria
918,28807,Bacteria
4548,28814,Bacteria
3941,28822,Eukaryota
3124,28836,
2239,28851,Eukaryota
490,28892,Eukaryota
2010,28907,Eukaryota
6793,28934,Eukaryota
3293,28935,Bacteria
3075,28936,Eukaryota
6590,28941,Viruses
5594,28943,Bacteria
2795,28952,Bacteria
4057,28965,Eukaryota
1383,28970,Eukaryota
1345,28984,Bacteria
3389,28999,Bacteria
1924,29006,Eukaryota
5918,29014,Bacteria
916,29025,Viruses
4906,29092,Eukaryota
3982,29094,
4778,29106,Bacteria
6675,29118,Bacteria
2199,29120,Eukaryota
3110,29122,Eukaryota
2422,29123,Eukaryota
5,29137,Eukaryota
704,29172,Eukaryota
4683,29185,
101,29186,Bacteria
3353,29187,Eukaryota
6351,29191,Bacteria
2215,29198,Eukaryota
2698,29204,Eukaryota
2097,29210,Viruses
2313,29220,Eukaryota
5977,29231,Bacteria
6090,29250,Bacteria
4707,29251,
1917,29255,Bacteria
587,29256,Bacteria
4258,29270,Eukaryota
167,29298,Eukaryota
3828,29300,Eukaryota
3338,29302,Bacteria
6195,29310,Eukaryota
4132,29321,Eukaryota
6602,29335,
5717,29347,Bacteria
1054,29362,Eukaryota
2309,29375,Eukaryota
2853,29392,Eukaryota
3697,29408,Eukaryota
5853,29438,Eukaryota
3729,29449,Bacteria
376,29451,Eukaryota
862,29490,Eukaryota
302,29498,Bacteria
4379,29511,Eukaryota
6578,29518,
3966,29559,Eukaryota
1595,29561,Eukaryota
1633,29566,Eukaryota
2222,29569,Eukaryota
4505,29585,Bacteria
2036,29590,Eukaryota
4557,29594,Eukaryota
6478,29607,Eukaryota
2094,29617,Eukaryota
3727,29623,Bacteria
5318,29626,Eukaryota
2724,29644,Eukaryota
4757,29674,Eukaryota
3169,29677,Eukaryota
6618,29684,Eukaryota
5042,29702,Eukaryota
604,29710,Eukaryota
6467,29726,Eukaryota
2821,29729,Eukaryota
253,29743,Eukaryota
556,29759,Eukaryota
6229,29760,Eukaryota
2497,29783,Eukaryota
5244,29825,Eukaryota
1994,29826,Bacteria
6758,29827,Eukaryota
2318,29839,Eukaryota
1820,29857,Bacteria
3314,29868,Eukaryota
1911,29939,
4602,29947,Eukaryota
4186,29948,Eukaryota
2943,29958,Eukaryota
1105,29962,Eukaryota
4444,30011,Eukaryota
703,30013,Eukaryota
2559,30025,Eukaryota
209,30031,Eukaryota
5870,30070,Eukaryota
2488,30078,Eukaryota
5619,30108,Eukaryota
5793,30128,Eukaryota
3434,30131,
4218,30140,Eukaryota
6137,30142,Eukaryota
1581,30153,Eukaryota
12,30155,Eukaryota
1834,30164,Bacteria
844,30165,Eukaryota
1613,30183,Eukaryota
4185,30184,Bacteria
711,30204,Eukaryota
356,30212,Eukaryota
2230,30216,Eukaryota
505,30224,Eukaryota
4224,30225,Eukaryota
647,30247,Eukaryota
6203,30262,Bacteria
5169,30276,Eukaryota
2452,30295,Viruses
4257,30298,Bacteria
1566,30307,Eukaryota
3071,30352,Eukaryota
4248,30400,Eukaryota
5041,30414,Eukaryota
1531,30420,Bacteria
3367,30421,Eukaryota
5668,30438,Eukaryota
1397,30463,Eukaryota
6515,30473,Eukaryota
1332,30480,Eukaryota
4043,30488,Eukaryota
1492,30506,Eukaryota
5805,30511,Eukaryota
2677,30523,Eukaryota
2006,30526,Eukaryota
963,30556,Eukaryota
2032,30563,Eukaryota
1560,30565,Eukaryota
5166,30587,Bacteria
5694,30601,Eukaryota
2954,30608,Eukaryota
1819,30621,Eukaryota
2965,30623,Eukaryota
3546,30625,Eukaryota
2362,30648,Eukaryota
6811,30656,Eukaryota
6065,30667,Eukaryota
1698,30680,Bacteria
2334,30681,Eukaryota
4381,30693,Bacteria
4406,30729,Eukaryota
3028,30773,Eukaryota
3101,30801,Eukaryota
4574,30806,Eukaryota
4124,30819,Eukaryota
873,30827,Eukaryota
2754,30829,Bacteria
6183,30835,Eukaryota
661,30841,Bacteria
4843,30842,Viruses
6763,30851,Eukaryota
6583,30858,Eukaryota
3421,30859,Eukaryota
6001,30867,Eukaryota
273,30880,Eukaryota
768,30928,Bacteria
2809,30936,Eukaryota
2410,30945,Eukaryota
2902,30958,Eukaryota
5916,30959,Eukaryota
4384,30964,Eukaryota
5439,31034,Eukaryota
6661,31049,Eukaryota
506,31050,Eukaryota
910,31060,Eukaryota
1681,31077,Eukaryota
1828,31083,Eukaryota
3871,31093,Bacteria
1474,31100,Bacteria
5775,31110,Eukaryota
772,31117,Eukaryota
2667,31123,Eukaryota
6053,31137,Eukaryota
2825,31142,Eukaryota
4694,31143,Bacteria
2030,31181,Eukaryota
5695,31184,Bacteria
572,31186,Eukaryota
5956,31230,Eukaryota
1900,31254,Eukaryota
5670,31283,Eukaryota
3279,31315,
331,31324,Eukaryota
1414,31370,Eukaryota
6385,31375,Eukaryota
2538,31380,Eukaryota
5238,31397,Eukaryota
6227,31401,Eukaryota
5684,31403,Eukaryota
1645,31407,Eukaryota
6509,31454,Bacteria
4600,31465,Eukaryota
2914,31521,Eukaryota
477,31569,Eukaryota
1860,31570,Eukaryota
6713,31576,Bacteria
5385,31578,Viruses
721,31580,Eukaryota
2743,31602,Eukaryota
3141,31603,Eukaryota
1620,31629,Bacteria
6045,31638,Eukaryota
5306,31644,Eukaryota
1197,31658,Bacteria
3591,31677,Eukaryota
5813,31705,Bacteria
6015,31708,Eukaryota
3607,31750,Bacteria
185,31787,Eukaryota
2994,31808,Eukaryota
4082,31811,Eukaryota
917,31841,Eukaryota
6689,31863,Eukaryota
6678,31872,Eukaryota
4173,31897,Eukaryota
187,31902,Eukaryota
1790,31903,Eukaryota
715,31905,Eukaryota
2228,31910,Eukaryota
4097,31931,Eukaryota
3304,31943,
3254,31953,Bacteria
3321,31971,Eukaryota
2077,31972,Bacteria
1218,31986,Eukaryota
404,31994,Bacteria
3142,32002,Bacteria
1312,32029,Eukaryota
5542,32034,Eukaryota
5105,32048,Eukaryota
1358,32050,Eukaryota
5643,32054,
3843,32076,Eukaryota
