,cluster,kingdom
1619,47638,Eukaryota
4690,47667,Eukaryota
6846,47669,Eukaryota
5942,47678,Eukaryota
3814,47698,
2060,47701,
2842,47715,Eukaryota
6152,47733,Eukaryota
974,47735,Eukaryota
6167,47743,Eukaryota
4761,47777,Bacteria
3175,47778,Eukaryota
2839,47793,Eukaryota
3952,47799,Eukaryota
6158,47826,Eukaryota
551,47830,Viruses
5387,47850,Eukaryota
6819,47914,Eukaryota
3593,47917,Eukaryota
4732,47919,Eukaryota
5937,47940,Eukaryota
5303,47962,Bacteria
749,47975,Bacteria
184,47999,Bacteria
6035,48011,Bacteria
6707,48017,Eukaryota
1850,48028,Eukaryota
4332,48033,Bacteria
6049,48045,Viruses
6339,48063,Eukaryota
66,48075,Eukaryota
1793,48093,Eukaryota
4426,48096,Eukaryota
2956,48101,Eukaryota
6747,48106,Eukaryota
4633,48111,Eukaryota
857,48118,Eukaryota
3720,48130,Eukaryota
6336,48166,Eukaryota
2273,48172,Eukaryota
4202,48194,Eukaryota
965,48204,Eukaryota
6708,48211,Eukaryota
4225,48237,Eukaryota
6627,48238,Bacteria
775,48240,Eukaryota
3502,48243,Bacteria
3333,48251,Eukaryota
6547,48258,Bacteria
3133,48259,Bacteria
762,48260,Eukaryota
3872,48270,Bacteria
4508,48271,Bacteria
5759,48272,Bacteria
1729,48273,Bacteria
5227,48350,Eukaryota
4626,48373,Eukaryota
6784,48404,Eukaryota
198,48411,Eukaryota
1111,48449,Eukaryota
5458,48461,Bacteria
2874,48462,Bacteria
5006,48480,Eukaryota
1516,48524,Eukaryota
2377,48546,
3096,48554,Eukaryota
2207,48564,Bacteria
6102,48565,Eukaryota
3568,48566,Bacteria
6180,48574,Bacteria
1967,48590,Eukaryota
5110,48595,Bacteria
3017,48608,Eukaryota
3732,48609,Bacteria
1785,48613,Eukaryota
499,48628,Bacteria
3360,48640,Eukaryota
5376,48644,Eukaryota
860,48655,Eukaryota
2472,48658,Eukaryota
332,48668,Bacteria
6212,48677,Eukaryota
5258,48711,Bacteria
6641,48733,Eukaryota
1621,48739,Bacteria
3694,48771,Eukaryota
4846,48782,Eukaryota
3877,48783,
5806,48793,Eukaryota
5428,48804,Eukaryota
4788,48809,
6323,48814,Bacteria
5094,48818,
954,48873,Eukaryota
5290,48884,Bacteria
1522,48890,Bacteria
4724,48913,Bacteria
313,48914,Bacteria
4852,48915,Bacteria
5031,48916,Bacteria
3118,48917,Bacteria
6867,48920,Eukaryota
876,48971,
1238,48972,Eukaryota
1316,48981,Eukaryota
4863,48988,Eukaryota
3119,48992,Eukaryota
6854,49011,Eukaryota
3030,49019,Bacteria
44,49025,Eukaryota
6688,49028,Eukaryota
5455,49043,Eukaryota
5891,49071,Eukaryota
210,49073,Bacteria
4560,49087,Eukaryota
3655,49098,Bacteria
5424,49120,Eukaryota
2907,49148,Eukaryota
2082,49185,Eukaryota
3441,49193,Eukaryota
2455,49197,Bacteria
6423,49204,Eukaryota
4065,49213,Bacteria
239,49248,
282,49265,Eukaryota
4999,49294,Eukaryota
3086,49320,Eukaryota
3497,49346,Eukaryota
2271,49365,Bacteria
3561,49369,Eukaryota
2826,49380,Eukaryota
470,49414,Eukaryota
801,49440,Bacteria
1169,49458,Eukaryota
4768,49459,Eukaryota
6821,49465,Bacteria
3690,49505,Eukaryota
1227,49507,
5012,49536,Eukaryota
2955,49580,Eukaryota
6083,49593,Eukaryota
2600,49606,Bacteria
5969,49610,Eukaryota
2680,49626,Eukaryota
3307,49640,Eukaryota
3185,49663,Eukaryota
3425,49671,Eukaryota
3104,49677,Viruses
342,49679,Bacteria
6024,49684,Eukaryota
5223,49712,
6847,49714,
502,49715,Eukaryota
3683,49723,Eukaryota
569,49733,Eukaryota
2879,49745,Eukaryota
448,49777,Bacteria
5654,49778,Eukaryota
4628,49806,Bacteria
1523,49812,Eukaryota
6605,49844,Eukaryota
3623,49846,Eukaryota
5209,49857,Eukaryota
4036,49861,Eukaryota
4676,49863,Eukaryota
5284,49883,Bacteria
6080,49888,Eukaryota
6870,49890,
2070,49894,Eukaryota
1830,49895,Eukaryota
3987,49917,Eukaryota
5810,49921,Bacteria
1393,49944,Eukaryota
4932,49972,Bacteria
3914,49984,Bacteria
1185,50002,Eukaryota
3676,50019,Eukaryota
256,50042,Eukaryota
4542,50070,Eukaryota
1866,50071,Eukaryota
5604,50124,Bacteria
2417,50125,Bacteria
5491,50126,Bacteria
928,50147,Bacteria
3390,50164,Eukaryota
128,50166,Bacteria
146,50172,Eukaryota
88,50193,Eukaryota
5909,50204,Bacteria
6064,50221,Eukaryota
2878,50240,Viruses
5646,50256,Eukaryota
2557,50266,Eukaryota
4100,50296,Eukaryota
3491,50300,Bacteria
1085,50302,Bacteria
3909,50322,Eukaryota
983,50336,Eukaryota
1765,50358,Eukaryota
2067,50415,Eukaryota
5099,50423,Eukaryota
3621,50424,Eukaryota
6406,50429,Eukaryota
2710,50468,Eukaryota
430,50471,Eukaryota
5510,50474,Eukaryota
5535,50520,Bacteria
2701,50540,Eukaryota
3619,50542,Eukaryota
3035,50557,Bacteria
2977,50559,Eukaryota
4219,50572,Bacteria
1222,50601,Eukaryota
2000,50610,Eukaryota
6891,50614,Eukaryota
326,50626,Bacteria
5895,50640,Eukaryota
2571,50661,Eukaryota
573,50665,Bacteria
1596,50666,Eukaryota
3744,50668,Bacteria
4446,50669,Bacteria
147,50674,Eukaryota
3074,50701,Eukaryota
875,50703,Eukaryota
4437,50721,Eukaryota
1577,50765,Eukaryota
5075,50779,Eukaryota
4495,50810,Eukaryota
2628,50821,Eukaryota
2942,50854,Bacteria
5548,50857,Bacteria
5714,50882,Eukaryota
4240,50885,Eukaryota
555,50897,Eukaryota
6119,50914,Eukaryota
3349,50932,Bacteria
3708,50940,Eukaryota
3608,50947,Eukaryota
2797,50949,Eukaryota
3336,50962,Eukaryota
601,50974,Eukaryota
798,50979,Eukaryota
2134,50986,Viruses
121,50987,Eukaryota
3979,50992,Eukaryota
4252,51020,Eukaryota
894,51025,Bacteria
5546,51026,Viruses
3187,51027,Eukaryota
2962,51132,Eukaryota
5873,51136,Eukaryota
3295,51138,Eukaryota
226,51148,Bacteria
162,51170,Eukaryota
1920,51179,Eukaryota
5346,51212,Eukaryota
1152,51232,Bacteria
93,51246,Eukaryota
4187,51278,
5645,51282,Eukaryota
2685,51288,Eukaryota
1137,51300,Eukaryota
2713,51316,
2855,51327,Eukaryota
3344,51398,Eukaryota
2719,51419,Bacteria
3813,51421,Eukaryota
1985,51426,Eukaryota
3646,51450,Bacteria
1983,51466,Eukaryota
420,51468,Eukaryota
650,51471,Eukaryota
6712,51495,Eukaryota
3968,51497,Bacteria
3299,51505,
909,51516,Eukaryota
2531,51522,Eukaryota
2763,51526,Eukaryota
1873,51534,Eukaryota
6519,51543,Eukaryota
815,51556,Eukaryota
2349,51561,Eukaryota
5537,51583,Bacteria
3345,51588,Bacteria
4637,51620,Eukaryota
4716,51621,Bacteria
6499,51626,Eukaryota
945,51659,Eukaryota
2419,51673,Eukaryota
2162,51684,Eukaryota
2699,51685,Eukaryota
602,51689,Eukaryota
259,51709,Bacteria
4152,51711,Eukaryota
4723,51747,Eukaryota
3614,51756,Eukaryota
829,51777,Eukaryota
1032,51781,Bacteria
1418,51794,Bacteria
1635,51806,Bacteria
674,51833,Eukaryota
868,51837,Eukaryota
3477,51841,Bacteria
5618,51890,Bacteria
731,51914,Eukaryota
1067,51959,Bacteria
3195,51975,Bacteria
15,51979,Bacteria
1335,51980,Bacteria
2157,52008,Eukaryota
2289,52039,Eukaryota
2102,52050,Eukaryota
4032,52052,Eukaryota
3097,52053,Eukaryota
2946,52067,Eukaryota
693,52068,Bacteria
3193,52071,Eukaryota
4201,52121,Eukaryota
1230,52127,Eukaryota
3469,52138,Bacteria
4639,52161,Bacteria
3786,52195,Eukaryota
1442,52200,Eukaryota
641,52217,Eukaryota
6205,52231,Eukaryota
1089,52250,Viruses
796,52251,Eukaryota
4786,52260,Eukaryota
533,52313,Eukaryota
6844,52324,Bacteria
6223,52357,Bacteria
2475,52383,Eukaryota
68,52404,Eukaryota
748,52438,Eukaryota
3888,52439,Eukaryota
558,52442,Eukaryota
58,52453,Eukaryota
5300,52454,
5058,52457,Eukaryota
195,52464,Eukaryota
4696,52466,Eukaryota
4553,52484,Bacteria
1354,52493,
1116,52497,
1885,52507,
1741,52535,Bacteria
6475,52543,Eukaryota
839,52549,Eukaryota
4797,52562,Bacteria
4539,52564,Bacteria
5357,52567,Eukaryota
4345,52586,Eukaryota
976,52592,Eukaryota
159,52594,
6832,52606,Eukaryota
5388,52641,Eukaryota
307,52669,Bacteria
1110,52675,Eukaryota
6849,52700,Eukaryota
5167,52715,Eukaryota
6020,52723,Bacteria
4319,52750,Bacteria
1902,52770,Eukaryota
4671,52777,Bacteria
4882,52818,Eukaryota
3008,52819,Eukaryota
111,52845,Eukaryota
1788,52848,Bacteria
5368,52875,Bacteria
6088,52882,Eukaryota
5816,52920,Eukaryota
6051,52924,Eukaryota
1717,52936,Eukaryota
3093,52948,
6491,52953,Eukaryota
2794,53013,Eukaryota
5312,53016,Eukaryota
384,53039,Eukaryota
2146,53052,Bacteria
3868,53060,Eukaryota
2916,53067,Eukaryota
5649,53080,Eukaryota
6078,53084,Viruses
2211,53094,Eukaryota
1173,53143,Bacteria
1751,53144,Bacteria
5232,53146,Bacteria
5960,53157,Eukaryota
4133,53159,
3409,53178,Eukaryota
521,53187,Eukaryota
1467,53204,Eukaryota
3530,53221,Eukaryota
484,53224,Eukaryota
5482,53230,Bacteria
498,53245,Eukaryota
6307,53260,Eukaryota
3632,53261,Bacteria
6858,53297,Bacteria
2353,53301,Eukaryota
5872,53326,Bacteria
5710,53330,Bacteria
5396,53343,Eukaryota
1100,53347,Bacteria
4703,53351,Bacteria
3721,53372,Eukaryota
6709,53390,Eukaryota
2333,53405,Bacteria
3733,53427,Bacteria
2852,53429,Bacteria
5141,53430,Eukaryota
869,53433,Eukaryota
958,53445,Eukaryota
6628,53449,Eukaryota
2664,53460,Eukaryota
2635,53469,Eukaryota
1582,53507,Bacteria
6587,53546,Viruses
5553,53547,
1576,53562,Eukaryota
5731,53564,Eukaryota
5691,53567,Eukaryota
3734,53568,Eukaryota
889,53578,Bacteria
5004,53593,Eukaryota
5310,53611,Eukaryota
4814,53624,Bacteria
3320,53641,Eukaryota
3268,53647,Eukaryota
665,53653,Eukaryota
3020,53692,Eukaryota
5423,53702,Eukaryota
3352,53711,Eukaryota
6190,53736,Bacteria
4399,53741,Eukaryota
4417,53750,Eukaryota
3638,53752,Bacteria
386,53759,Bacteria
677,53769,Eukaryota
3740,53782,Eukaryota
2983,53807,Eukaryota
3230,53811,Bacteria
3069,53823,Bacteria
3501,53863,Bacteria
3122,53869,Eukaryota
6850,53877,Eukaryota
6496,53891,Eukaryota
877,53902,Eukaryota
174,53923,Eukaryota
3399,53924,Eukaryota
2516,53949,Eukaryota
5906,53950,Eukaryota
5101,53964,Eukaryota
2553,53983,
6506,53992,Eukaryota
1600,53993,Eukaryota
1477,54003,Eukaryota
4290,54011,Eukaryota
1691,54028,Eukaryota
3689,54035,Bacteria
361,54040,Eukaryota
6322,54048,Eukaryota
4985,54052,Eukaryota
6188,54086,Eukaryota
3138,54107,Bacteria
895,54135,Bacteria
3090,54163,Viruses
2335,54171,Eukaryota
5475,54185,Eukaryota
1672,54212,Eukaryota
1074,54254,Bacteria
1318,54281,Bacteria
2700,54284,
4158,54311,Bacteria
2206,54312,Bacteria
2046,54316,Bacteria
2912,54340,Bacteria
2959,54347,Viruses
6539,54350,Bacteria
1640,54357,Eukaryota
2969,54367,Viruses
833,54370,Eukaryota
2911,54404,Eukaryota
6782,54409,Eukaryota
3811,54432,Bacteria
422,54433,Eukaryota
5663,54434,Eukaryota
6377,54446,Eukaryota
2717,54449,Bacteria
4710,54460,Eukaryota
1937,54478,Eukaryota
311,54480,Bacteria
1680,54492,Eukaryota
367,54496,Eukaryota
4807,54512,Bacteria
305,54567,Eukaryota
4051,54604,Eukaryota
520,54607,Eukaryota
4494,54608,Eukaryota
5834,54615,Bacteria
6224,54616,Bacteria
2857,54649,Bacteria
1198,54654,Eukaryota
2047,54663,Viruses
2099,54664,Eukaryota
6395,54693,Eukaryota
2236,54694,Bacteria
1562,54696,Bacteria
3334,54719,Bacteria
5088,54721,Bacteria
5573,54724,Bacteria
4957,54727,Eukaryota
2599,54728,Eukaryota
1294,54746,
1781,54750,
6691,54761,Eukaryota
2642,54812,Bacteria
346,54829,Eukaryota
1763,54854,
1711,54858,Eukaryota
503,54859,Eukaryota
527,54885,Bacteria
2712,54899,Eukaryota
2898,54900,Eukaryota
6338,54927,Eukaryota
5436,54937,Bacteria
1877,54944,
3779,54992,Eukaryota
2549,55031,Eukaryota
1756,55053,Bacteria
4780,55054,Bacteria
1963,55063,Eukaryota
6384,55069,Eukaryota
5715,55075,
6845,55090,Eukaryota
5370,55104,
131,55115,Eukaryota
3774,55153,Eukaryota
6240,55154,Eukaryota
5877,55162,Bacteria
3272,55172,Eukaryota
1409,55177,Eukaryota
6226,55225,Eukaryota
2284,55239,Eukaryota
1639,55250,Bacteria
6513,55292,Viruses
3961,55306,Eukaryota
6794,55321,Eukaryota
3127,55344,Eukaryota
3695,55367,
5864,55379,Bacteria
73,55432,Eukaryota
6802,55434,Eukaryota
4383,55437,Bacteria
3575,55443,Bacteria
4283,55447,Bacteria
2007,55482,Bacteria
5452,55483,
4131,55484,Bacteria
4184,55501,Bacteria
4020,55515,Bacteria
5867,55523,Bacteria
3887,55542,
1515,55567,Eukaryota
314,55589,Eukaryota
2505,55611,Eukaryota
4618,55620,
5454,55649,Bacteria
6789,55652,Eukaryota
65,55657,Bacteria
4504,55717,Eukaryota
1289,55723,Eukaryota
2577,55759,Eukaryota
3470,55760,Eukaryota
1654,55761,Eukaryota
4469,55780,
1322,55788,Eukaryota
3196,55811,Eukaryota
164,55819,Eukaryota
4941,55854,Eukaryota
1722,55863,Eukaryota
3571,55898,Eukaryota
3309,55969,Eukaryota
6632,55980,
3347,56005,Eukaryota
4534,56011,Eukaryota
1721,56042,Bacteria
4995,56072,Bacteria
3823,56088,Bacteria
2331,56096,Eukaryota
1842,56111,Bacteria
6545,56133,Eukaryota
4351,56136,
229,56149,Bacteria
3598,56167,Bacteria
4415,56176,Eukaryota
6405,56177,Eukaryota
4924,56198,Bacteria
6282,56211,
2393,56236,
1796,56237,Bacteria
770,56255,Eukaryota
3414,56265,Bacteria
471,56266,Bacteria
4479,56329,Bacteria
5718,56343,Eukaryota
1650,56349,Viruses
2429,56358,Bacteria
619,56393,Eukaryota
5862,56429,Eukaryota
5298,56438,Bacteria
4229,56442,Eukaryota
5095,56533,Eukaryota
3596,56534,Eukaryota
3675,56548,Eukaryota
3010,56549,Eukaryota
5545,56550,Bacteria
1526,56584,Bacteria
6466,56589,Bacteria
504,56599,Eukaryota
5165,56653,Eukaryota
929,56658,Eukaryota
1671,56662,Eukaryota
6631,56663,Eukaryota
4183,56666,
6642,56687,Bacteria
4740,56695,Eukaryota
6783,56729,Eukaryota
3018,56731,
4968,56739,Eukaryota
4990,56774,Eukaryota
6291,56775,Eukaryota
431,56791,Eukaryota
4948,56851,Eukaryota
2327,56852,Eukaryota
4679,56858,Eukaryota
837,56881,Eukaryota
2276,56893,Eukaryota
4169,56896,Bacteria
4487,56897,Bacteria
1993,56901,Eukaryota
5742,56908,Eukaryota
5822,56918,
1999,56923,Eukaryota
3564,56939,Eukaryota
6003,56970,Eukaryota
4307,56974,Eukaryota
4744,56980,Eukaryota
141,56981,Eukaryota
202,56995,Bacteria
5052,56999,Bacteria
5915,57004,Eukaryota
516,57005,Eukaryota
4196,57012,Bacteria
1042,57026,Eukaryota
590,57041,Eukaryota
6038,57042,Eukaryota
116,57056,Eukaryota
5002,57099,Bacteria
5208,57128,Eukaryota
1895,57141,Bacteria
1579,57185,Eukaryota
2209,57198,Eukaryota
760,57203,Bacteria
6408,57218,Bacteria
5711,57240,Bacteria
5833,57251,Bacteria
1157,57254,Eukaryota
1161,57257,Eukaryota
584,57279,Eukaryota
1931,57297,Eukaryota
5547,57300,Eukaryota
5295,57311,Bacteria
914,57313,Eukaryota
426,57330,Bacteria
4030,57374,Eukaryota
1462,57381,Eukaryota
5352,57404,Eukaryota
2850,57405,Eukaryota
912,57406,Eukaryota
5251,57424,Eukaryota
5957,57457,Eukaryota
4346,57468,Eukaryota
6702,57470,Eukaryota
3929,57496,Eukaryota
2011,57509,Eukaryota
3378,57542,
2934,57554,Eukaryota
1324,57618,Eukaryota
4512,57624,Eukaryota
2527,57664,Bacteria
2260,57665,Bacteria
3057,57671,Eukaryota
1123,57680,Eukaryota
729,57688,Bacteria
5301,57689,Bacteria
5057,57693,Bacteria
657,57721,Bacteria
2072,57724,Eukaryota
6043,57728,Eukaryota
3021,57767,Eukaryota
3830,57778,
6325,57780,Eukaryota
6033,57781,Eukaryota
6690,57785,
6664,57813,
3746,57856,Eukaryota
6868,57886,Bacteria
5999,57895,Bacteria
391,57896,Bacteria
1661,57914,Bacteria
5319,57924,Eukaryota
4400,57959,Eukaryota
1456,57974,Eukaryota
4213,57981,Bacteria
2364,57985,Eukaryota
1203,58012,Eukaryota
3280,58020,Eukaryota
6797,58043,Eukaryota
755,58071,Eukaryota
6393,58077,Eukaryota
5949,58098,Eukaryota
2819,58100,Bacteria
592,58102,Bacteria
3898,58111,Eukaryota
1434,58112,Eukaryota
6522,58176,
2526,58191,Eukaryota
5881,58196,Eukaryota
201,58222,Archaea
5344,58226,Viruses
835,58240,Eukaryota
2861,58242,
4111,58263,Eukaryota
5353,58267,Eukaryota
5555,58268,Bacteria
4698,58307,Bacteria
3848,58310,Eukaryota
2686,58352,Bacteria
4349,58353,Eukaryota
3789,58361,Bacteria
5688,58367,Eukaryota
2034,58375,Bacteria
1261,58384,Eukaryota
4566,58386,Eukaryota
2005,58393,
4541,58394,Bacteria
2936,58400,Eukaryota
799,58409,Eukaryota
718,58418,Eukaryota
4235,58456,Bacteria
633,58473,Eukaryota
1473,58478,Eukaryota
614,58504,Eukaryota
1679,58538,Eukaryota
608,58539,Bacteria
1727,58569,Bacteria
6724,58599,Eukaryota
264,58604,Eukaryota
2594,58611,Bacteria
5632,58614,Eukaryota
2865,58654,Eukaryota
2993,58655,Eukaryota
4069,58678,Eukaryota
4529,58689,Eukaryota
5112,58697,Eukaryota
497,58707,Eukaryota
3240,58712,Eukaryota
4572,58716,Eukaryota
4061,58739,Viruses
1131,58742,Eukaryota
2043,58754,Bacteria
39,58767,Eukaryota
579,58772,Bacteria
5789,58777,Eukaryota
5158,58801,Eukaryota
3570,58810,Eukaryota
6211,58815,Eukaryota
1043,58825,Eukaryota
3167,58841,Eukaryota
4476,58849,Eukaryota
5130,58874,Eukaryota
5275,58898,Eukaryota
1084,58902,Bacteria
698,58906,Eukaryota
1605,58914,Eukaryota
3910,58927,Eukaryota
4084,58946,Eukaryota
2618,58957,Bacteria
6249,58958,Bacteria
1313,58959,Bacteria
1570,58966,Eukaryota
1551,58979,Eukaryota
1897,58988,Bacteria
6451,58998,Bacteria
1733,59000,
6862,59004,Eukaryota
849,59008,Viruses
1073,59023,Bacteria
5390,59024,
4342,59044,Eukaryota
2565,59047,Eukaryota
1779,59050,Eukaryota
1300,59064,Eukaryota
3738,59078,Eukaryota
1728,59085,Eukaryota
2692,59096,
4712,59100,Eukaryota
1869,59116,Eukaryota
3687,59121,Eukaryota
5489,59167,Bacteria
5516,59168,Bacteria
1703,59201,Bacteria
5092,59202,Bacteria
2933,59203,Eukaryota
1636,59230,Eukaryota
6824,59241,Bacteria
5369,59273,Eukaryota
5120,59346,Eukaryota
5875,59353,Eukaryota
2675,59361,Bacteria
2791,59367,Eukaryota
1179,59407,Eukaryota
3805,59415,
40,59449,Bacteria
4609,59483,Eukaryota
3517,59517,Eukaryota
3852,59518,Eukaryota
3544,59527,Eukaryota
1946,59536,Eukaryota
2274,59582,Eukaryota
3765,59596,Bacteria
2931,59598,Eukaryota
696,59621,Eukaryota
1491,59642,Bacteria
1162,59645,Eukaryota
6052,59654,Eukaryota
812,59656,Bacteria
6500,59677,Eukaryota
3402,59687,Eukaryota
3066,59734,Bacteria
4103,59742,Viruses
5617,59774,Eukaryota
6415,59776,Viruses
4685,59802,Eukaryota
348,59804,
1038,59821,Eukaryota
5036,59828,Eukaryota
2537,59829,Bacteria
2684,59851,Eukaryota
6670,59890,Eukaryota
5150,59891,Eukaryota
4190,59913,Bacteria
3190,59940,Eukaryota
5514,59948,Eukaryota
2691,59979,Eukaryota
3064,59982,Eukaryota
3728,59986,Eukaryota
2262,59994,Eukaryota
1500,60002,
6029,60008,Eukaryota
5580,60009,Bacteria
6018,60016,Eukaryota
3079,60033,Eukaryota
4110,60038,Eukaryota
4458,60055,Eukaryota
5812,60070,Eukaryota
4737,60078,Eukaryota
6298,60080,Bacteria
4718,60081,Bacteria
3753,60082,Bacteria
3061,60087,
2118,60119,Bacteria
6372,60143,Eukaryota
3148,60151,Bacteria
3248,60171,Bacteria
3164,60235,Eukaryota
5974,60246,Bacteria
2867,60257,Eukaryota
2166,60264,Eukaryota
4613,60279,Eukaryota
1643,60305,Eukaryota
611,60328,Bacteria
1890,60332,
5568,60336,Bacteria
6540,60338,Bacteria
3701,60343,Bacteria
507,60352,Eukaryota
4536,60362,Eukaryota
6723,60364,Bacteria
791,60375,Bacteria
4067,60377,
1995,60391,Eukaryota
5983,60420,Viruses
3275,60422,Eukaryota
4148,60425,Eukaryota
373,60427,Eukaryota
2603,60464,Eukaryota
4805,60492,Eukaryota
3043,60508,Eukaryota
1626,60539,Bacteria
4656,60542,Eukaryota
2473,60560,Eukaryota
5567,60582,Bacteria
6529,60584,Eukaryota
4150,60616,Bacteria
157,60640,Eukaryota
2761,60653,
866,60655,Bacteria
2768,60663,Viruses
3215,60669,Bacteria
300,60670,Eukaryota
4107,60673,Bacteria
4018,60675,Eukaryota
6480,60716,Eukaryota
6436,60717,Eukaryota
3866,60718,Eukaryota
2372,60769,Eukaryota
4971,60796,Eukaryota
2574,60810,Bacteria
2160,60839,Bacteria
333,60879,Bacteria
1695,60890,Eukaryota
3004,60900,Eukaryota
4625,60912,Eukaryota
3854,60918,Bacteria
4052,60951,Eukaryota
4501,60954,Eukaryota
856,60962,Bacteria
2231,60971,Eukaryota
4793,60978,
3704,60979,
6857,60980,Eukaryota
5143,61001,Bacteria
6148,61003,Eukaryota
2152,61033,Bacteria
6772,61034,
3002,61037,Eukaryota
6752,61048,Eukaryota
2534,61050,Eukaryota
2232,61068,Bacteria
1943,61071,Eukaryota
475,61078,Eukaryota
4611,61120,Eukaryota
6630,61162,Bacteria
4977,61174,Eukaryota
658,61175,Eukaryota
2409,61179,Eukaryota
258,61213,Bacteria
1167,61215,
6290,61223,
6593,61231,Eukaryota
5549,61283,Bacteria
6159,61299,Eukaryota
4682,61307,Bacteria
6653,61309,Bacteria
1374,61343,Eukaryota
3481,61363,Eukaryota
3319,61365,Eukaryota
268,61374,Bacteria
6306,61380,
4595,61389,Eukaryota
4119,61427,Eukaryota
1617,61439,Bacteria
5462,61484,Eukaryota
1156,61495,Bacteria
6362,61518,Eukaryota
6585,61525,Eukaryota
1992,61535,Eukaryota
1304,61554,Eukaryota
2347,61573,Eukaryota
6893,61590,Eukaryota
6501,61606,Eukaryota
4513,61608,Eukaryota
3065,61615,Bacteria
1034,61620,Bacteria
4250,61704,Eukaryota
2858,61720,Bacteria
1144,61722,Bacteria
3186,61730,Eukaryota
5508,61734,Bacteria
6425,61749,Eukaryota
5621,61753,Eukaryota
2546,61755,Bacteria
4777,61772,Bacteria
3113,61782,Eukaryota
6132,61784,Eukaryota
6056,61801,Eukaryota
6028,61819,Eukaryota
5698,61846,Bacteria
885,61852,Eukaryota
1250,61854,Bacteria
5266,61876,Eukaryota
2822,61890,Bacteria
2886,61893,Eukaryota
1305,61921,Eukaryota
4031,61931,Eukaryota
6109,61935,Eukaryota
3296,61936,Eukaryota
5117,61989,Eukaryota
4635,62000,Bacteria
1655,62018,Eukaryota
3965,62085,Eukaryota
4234,62100,Eukaryota
2640,62101,Eukaryota
4763,62108,Eukaryota
6671,62110,Eukaryota
3860,62120,Eukaryota
2647,62121,Eukaryota
1707,62124,Eukaryota
3844,62128,Eukaryota
5908,62134,Eukaryota
4575,62140,Eukaryota
4562,62161,Bacteria
6138,62162,Bacteria
5829,62163,Bacteria
786,62180,Eukaryota
4308,62189,Eukaryota
5644,62195,Eukaryota
1296,62200,Eukaryota
1255,62202,Eukaryota
347,62222,Bacteria
5478,62229,Eukaryota
1723,62257,Bacteria
4834,62258,Bacteria
6502,62259,Bacteria
6615,62268,Bacteria
4953,62276,Eukaryota
124,62292,Bacteria
3463,62317,Eukaryota
5615,62322,Eukaryota
2909,62325,Eukaryota
5722,62336,Bacteria
4245,62344,Eukaryota
5893,62345,Eukaryota
5964,62358,Eukaryota
2775,62361,Bacteria
324,62368,Bacteria
3553,62373,Bacteria
6833,62387,Eukaryota
3340,62423,Eukaryota
6463,62452,Eukaryota
5499,62453,Eukaryota
232,62457,Bacteria
2706,62467,Eukaryota
4570,62475,Eukaryota
4323,62482,Eukaryota
4264,62484,Bacteria
6566,62489,Eukaryota
3775,62505,Eukaryota
842,62534,Eukaryota
240,62542,Bacteria
2,62546,Eukaryota
4177,62566,Eukaryota
2753,62570,Eukaryota
2552,62588,Eukaryota
893,62594,Eukaryota
5985,62597,Eukaryota
751,62599,Eukaryota
3395,62603,Bacteria
3189,62622,Bacteria
3589,62623,Eukaryota
1372,62633,Eukaryota
6347,62641,Eukaryota
3419,62683,Eukaryota
2657,62686,
1254,62702,Bacteria
3335,62703,Bacteria
5762,62704,Eukaryota
1063,62739,Bacteria
758,62740,Bacteria
1094,62767,Bacteria
4880,62768,
1512,62787,Eukaryota
2020,62790,Eukaryota
5320,62833,Eukaryota
4261,62838,Eukaryota
4425,62843,Eukaryota
6303,62875,Eukaryota
4391,62878,Eukaryota
4664,62896,Eukaryota
4571,62929,Bacteria
514,62951,Bacteria
6446,62960,Eukaryota
6431,62971,Bacteria
4594,62974,Eukaryota
6014,62985,Eukaryota
2229,63022,Eukaryota
3202,63061,Eukaryota
1158,63078,Bacteria
1182,63079,Bacteria
2985,63125,Eukaryota
154,63182,Eukaryota
3255,63200,Eukaryota
1088,63213,Eukaryota
6055,63215,Bacteria
2636,63217,Eukaryota
1053,63240,Eukaryota
3385,63265,Eukaryota
2447,63321,Eukaryota
3232,63325,Eukaryota
81,63367,Bacteria
827,63380,Eukaryota
77,63383,Eukaryota
790,63449,Bacteria
2389,63450,Eukaryota
3326,63453,Bacteria
1060,63483,Eukaryota
6010,63501,Eukaryota
2172,63526,Eukaryota
3087,63535,Eukaryota
6873,63539,Eukaryota
6567,63557,Bacteria
6125,63565,Eukaryota
2378,63567,
6823,63583,
1077,63599,Archaea
4760,63614,Eukaryota
1685,63624,Eukaryota
5692,63626,Eukaryota
2917,63643,Eukaryota
686,63649,Eukaryota
2805,63651,Eukaryota
6081,63662,Eukaryota
3990,63670,Bacteria
3329,63675,Bacteria
3836,63676,Bacteria
3706,63678,Bacteria
886,63680,Bacteria
6829,63716,Bacteria
6484,63717,Bacteria
968,63753,Bacteria
6483,63754,Eukaryota
5274,63783,Eukaryota
145,63785,Eukaryota
3760,63804,Eukaryota
6091,63815,Eukaryota
5283,63817,Eukaryota
3648,63869,Bacteria
5978,63918,Bacteria
3796,63944,Bacteria
4285,63945,Bacteria
6252,63947,Bacteria
1387,63972,Eukaryota
4282,63995,Eukaryota
4093,64005,Eukaryota
4988,64008,Eukaryota
3983,64009,Eukaryota
4886,64017,Eukaryota
4089,64018,Eukaryota
